Segmento;URA;Produto;Suporte;Transferência Telefone;Transferência Blip;Setor
INCÊNDIO E ILUMINAÇÃO;461;CIC 24L | CENTRAL DE ALARME INCÊNDIO;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;CIE 1060;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;CIE 1250;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;CIE 2500;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;CNTRL ILUM. 1000W- SEMPRE ACESO;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR DE AMÔNIA;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR DE FUMAÇA AUTONOMO GENIUS;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR DE FUMAÇA ORB F32 (ORBIS);Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR DE FUMAÇA ORB-F32 - Módulo Externo (ORBIS);Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR DE GAS ENDEREÇÁVEL - DGE 9441;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR MCP545 (SECURIFIRE);Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR MUILTICRITERIO (ORBIS);Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR SDAI DFR001 ROHS;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DETECTOR TERMOVELOCIMÉTRICO ORB T32 (ORBIS);Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFA 620 - Detector de fumaça autônomo;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFC 320;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFC 420;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFC 420 UN;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFC 421 UN;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFE 320;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFE 420;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFE 520;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFE 521;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFL 3100;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFL 3101 | DETECTOR DE FUMAÇA LINEAR;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFL 3102 | DETECTOR DE FUMAÇA LINEAR;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DFL 3103 | DETECTOR DE FUMAÇA LINEAR;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DTC 420;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DTC 420 UN;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DTC 421 UN;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DTE 320;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DTE 520;Não;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;DTE 521;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;FBS 25PC;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;FBS25PC -1029;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;FILTRO DE LINHA;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;FNA 520;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;FONTE ASD 535;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;FONTE AUXILIAR (FON 1000);Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;FONTE AUXILIAR CENTRAL NH-485 - AMPLIFICADORA * NH-485;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GER AER DISP TEMP STX 250T C/SUP INOX;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GER AER DISP TEMP STX 30T C/SUP INOX;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GER AER DISP TEMP STX 500T C/SUP INOX;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GER AER DISP TEMP STX 60T C/SUP INOX;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GER.AER. STX 1000E;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GER.AER. STX 1500E;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GER.AER. STX 2500E;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GER.AER.DISP.ELET. STX 2500E C/SUP INOX;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GERADOR DE AEROSOL STX;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GSCONTROL - DISCADORA CELLCONTROL SMS I/O;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;GW 521;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;IDF 620 | Detector de fumaça Smart;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;IDG 620 | Detector de Gás Smart;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;IDL 520;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;IDL 521;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;IDM 620 | Detector de Monóxido de Carbono Smart;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;ILUME EMBUTIR - LED 5W IP20;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;ILUME LED -5W -24V-IP20;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;ILUME LUMIN CENT;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;IP54;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;IP55;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;IP66 - 4x 100 LUMENS;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;KIT FAROL 2X55W 24Vcc;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;KIT FAROL LED 2x10W 24V;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;KIT. SUP. AEROSOL STX250/500;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LDE 30L;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LEA 101;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LEA 150 | LUMINÁRIA DE EMERGÊNCIA DE 30 LEDS;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LEA 30 | LUMINÁRIA DE EMERGÊNCIA AUTÔNOMA;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LEA 31;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMIN. LED - IP20 - 24V- 400 LUMENS;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMIN. LED - IP20 - 24V- 800 LUMENS;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMIN. LED 800 LUMENS 24V - IP66;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMIN. LED 8x100 BIVOLT IP66;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMINAR LUM IP20;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMINAR-LUM IP 55;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMINÁRIA - PL9W - LMC 219;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMINARIA SOBREPOR IP-20 24VCC - LED 16 X 1W;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;LUMINARIAS DE EMERGÊNCIA;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MDI 520;Não;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MDI 521;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MDZ 521;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MIO 520;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MIO 521;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MÓD. COMUNICAÇÃO SECURIFIRE P/ ASD-XLM 35;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MOD. DISPARO AEROSOL SAIDA CLASSE B;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MOD. EXT. 1 ZONA SFP-EXT1P;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MÓDULO DE ENDEREÇAMENTO - IP55 MOD. ME 9441;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MÓDULO DE ENDEREÇAMENTO 9441;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MODULO FINAL DE LINHA;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | ACIONADOR MANUAL - MI-WCP-R/I/SF;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Acionador Manual Rearmável Ender c/ Isolador MI-MCP-FLEX-I;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Acionador Manual Rearmável Ender IP67 MI-WCP-R/I/SF;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Acionador Manual Rearmável Ender MI-MCP-FLEX;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Avisador Audiovisual Endereçavel Analógico MI-WSS-PR-N;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Avisador Sonoro Endereçavel Analógico MI-WSO-PR-N;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Caixa de Montagem M200E-SMB;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Caixa de Montagem para Acion Manual SR1T;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Caixa de Proteção em Dutos DNRE;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Cartão de Comunicação em Rede DXCNET 795-099;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Cartão de Comunicação RS232/DXC 795-122;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Cartão de Comunicação RS232/DXC 795-122;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Cartão de expansão de 2 laços DXC 795-111;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Central Alarme Incêndio 1 laço - DxC1;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | CENTRAL DE ALARME - DxC2;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Conversor de Dados USB/DXc 020-891;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | DETECTOR - MI-FHSE-S2-IV;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | DETECTOR - MI-PSE-S2-IV;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector de Fumaçae Temperatura Ender Analógico MI-PTSE-S2-I;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector de Temperatura Ender Analógico MI-FHSE-S2-IV;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector Linear de Fumaça endereçavel MI-LPB2-S2I;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector Optico de Fumaça Convencional ECO1003 A;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector Óptico de Fumaça Ender Analógico MI-PSE-S2-IV;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector Térmico 58°C Convencional ECO1005T A;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector Térmico 78°C Ender Analógico MI-HTSE-S2-IV;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector Termovelocimétrico 58°C Convencional ECO1005 A;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Detector Termovelocimétrico 58°C End. MI-RHSE-S2-IV;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Entrebase Audiovisual Endereçável Analógica MI-BSS-PC-N;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Micro Módulo Monitor Ender Analógico MI-MM3E-S3;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Módulo de 2 Entradas e 1 Saída Ender Analógico MI-D2ICMO;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Módulo de Comando Endereçavel Analógico MI-DCMO;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | MÓDULO ISOLADOR - MI-DISO;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Módulo Isolador MI-DISO;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | MÓDULO MONITOR - MI-DMMI;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Redirecionador de Informação RS232/IP TG-IP-1;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | REPETIDOR - ZXR-A;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Repetidor de Alarme Incêndio ZXR-A;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Software Grafico para Centrais TG-DXC;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Software Grafico para Centrais TG-DXC+;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Tampa de Proteção Acionador Manual PS200;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY | Tubo de Aspiração 20cm DST-1;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY |Avisador Visual Endereçavel Analógico MI-WST-PR-N;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY |Caixa de Mont. de Perfil Profundo Avisador IP65 WRR;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY |Módulo Monitor Ender Analógico de Zona MI-DCZM;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY |Módulo Monitor Enderl Analógico de 1 Entrada MI-DMMI;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY |Tubo de Aspiração 100cm DST-3;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;MORLEY |Tubo de Aspiração 50cm DST-1.5;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;NEW SLIM;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;NEW SLIM AUTON;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;NEW SLIM CENTR;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;NEW SLIM S/ACE;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;PAINEL REB DE TENSAO RT480 4MOD. DE MINUTER. S/PAINEL;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;PLACA ACRILICA PSL256;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;PLC DE SAÍDA 1x5W IP55;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;PLC ELET DRIVE LED 5W;Sim;comunicacao_hibrido;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;PLC MOD. DE COMUNIC. B6-NET2-485;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;PLC TRANSF DRIVE LED 5W;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;PSA 125;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;PSA 225;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;QCAB E048-06L;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;QCAB FLASH - L865-400 AQ;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;QCAB LI55 CL6;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;QUADRO COM SIST AL INC SIRENE C/2 SAIDAS 24V;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;QUADRO COM SIST AL INC SIRENE C/4 SAIDAS 24V;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
INCÊNDIO E ILUMINAÇÃO;461;QUADRO COMANDO LINE 2000-264W 2 MOD S/PAINEL;Sim;controle_acesso_incendio_iluminacao;Incêndio e Iluminação;Incêndio e Iluminação
